Date,Revenue,Expenses,Department,Region,Product Line,Expense Category,Client ID
2025-04-06,4747.51,1375.82,Marketing,North,Software Licenses,Marketing Ads,CL-042
2025-04-06,5648.54,0.0,HR,East,Software Licenses,Software Subscriptions,CL-052
2025-04-06,3025.58,1099.09,Engineering,South,Hardware Systems,Salaries,CL-039
2025-04-06,0.0,1231.21,Engineering,West,Hardware Systems,Training,
2025-04-07,0.0,1877.24,Sales,West,Cloud Subscriptions,Commissions,
2025-04-07,0.0,1611.26,HR,East,Hardware Systems,Salaries,
2025-04-07,2564.21,2595.88,Operations,East,Cloud Subscriptions,Utilities,CL-010
2025-04-07,0.0,2282.1,Sales,North,Hardware Systems,Software Subscriptions,
2025-04-07,9147.46,0.0,Operations,North,Hardware Systems,Utilities,CL-054
2025-04-07,9734.59,968.63,Marketing,West,Cloud Subscriptions,Software Subscriptions,CL-065
2025-04-07,0.0,3035.21,Sales,North,Hardware Systems,Software Subscriptions,
2025-04-07,0.0,2494.34,Operations,North,Cloud Subscriptions,Salaries,
2025-04-07,0.0,1045.22,Engineering,South,Software Licenses,Hardware Servers,
2025-04-07,2097.66,407.28,Engineering,East,Software Licenses,Hardware Servers,CL-054
2025-04-08,7033.77,2707.79,Engineering,South,Hardware Systems,Training,CL-031
2025-04-08,10219.28,244.06,Sales,East,Software Licenses,Software Subscriptions,CL-008
2025-04-08,0.0,1483.86,Engineering,East,Cloud Subscriptions,Salaries,
2025-04-08,2944.22,3571.01,HR,North,Hardware Systems,Software Subscriptions,CL-002
2025-04-08,0.0,770.94,Marketing,East,Cloud Subscriptions,Events,
2025-04-08,4776.05,0.0,Marketing,East,Hardware Systems,Salaries,CL-087
2025-04-08,4840.05,1422.74,Engineering,East,Hardware Systems,Software Subscriptions,CL-048
2025-04-08,4763.41,0.0,Sales,North,Consulting Services,Software Subscriptions,CL-008
2025-04-08,5457.69,0.0,Operations,South,Cloud Subscriptions,Utilities,CL-010
2025-04-09,0.0,787.34,HR,South,Cloud Subscriptions,Benefits,
2025-04-09,7876.14,1214.65,Sales,East,Hardware Systems,Software Subscriptions,CL-011
2025-04-09,0.0,908.65,Sales,North,Software Licenses,Travel,
2025-04-09,1921.99,0.0,HR,North,Hardware Systems,Benefits,CL-077
2025-04-09,5717.0,0.0,Marketing,East,Cloud Subscriptions,Salaries,CL-078
2025-04-09,5509.53,0.0,Operations,West,Cloud Subscriptions,Rent,CL-054
2025-04-09,0.0,3328.26,HR,West,Consulting Services,Benefits,
2025-04-09,9394.14,2411.56,Marketing,North,Cloud Subscriptions,Salaries,CL-038
2025-04-09,7409.44,0.0,Sales,South,Hardware Systems,Software Subscriptions,CL-082
2025-04-09,4212.67,0.0,Engineering,North,Hardware Systems,Hardware Servers,CL-086
2025-04-10,7942.46,0.0,Marketing,West,Consulting Services,Events,CL-009
2025-04-10,11590.09,0.0,Operations,North,Software Licenses,Utilities,CL-092
2025-04-10,7860.26,1018.27,HR,East,Software Licenses,Recruitment,CL-017
2025-04-10,6717.81,0.0,Operations,North,Consulting Services,Utilities,CL-014
2025-04-10,9409.4,1356.49,Sales,North,Software Licenses,Commissions,CL-092
2025-04-10,0.0,490.12,Operations,North,Software Licenses,Rent,
2025-04-11,0.0,426.78,HR,South,Software Licenses,Recruitment,
2025-04-11,0.0,2104.48,HR,South,Cloud Subscriptions,Recruitment,
2025-04-11,0.0,1242.06,Engineering,East,Software Licenses,Training,
2025-04-11,7425.66,2846.24,Sales,East,Cloud Subscriptions,Software Subscriptions,CL-087
2025-04-11,0.0,434.85,Engineering,West,Cloud Subscriptions,Hardware Servers,
2025-04-11,4555.91,475.1,Sales,North,Consulting Services,Salaries,CL-014
2025-04-11,0.0,507.49,Operations,East,Software Licenses,Rent,
2025-04-11,6367.5,0.0,Operations,South,Consulting Services,Salaries,CL-055
2025-04-12,0.0,2800.14,Engineering,South,Hardware Systems,Training,
2025-04-12,6484.72,0.0,Sales,East,Cloud Subscriptions,Travel,CL-082
2025-04-12,0.0,797.86,Engineering,South,Cloud Subscriptions,Hardware Servers,
2025-04-12,2383.9,0.0,Engineering,West,Cloud Subscriptions,Salaries,CL-051
2025-04-12,9820.21,359.61,Sales,South,Software Licenses,Commissions,CL-051
2025-04-12,0.0,2515.44,Engineering,West,Hardware Systems,Salaries,
2025-04-12,0.0,1147.53,Sales,West,Hardware Systems,Salaries,
2025-04-12,0.0,3116.42,Sales,West,Hardware Systems,Commissions,
2025-04-12,0.0,3031.29,Engineering,South,Hardware Systems,Training,
2025-04-12,6216.66,0.0,Sales,North,Software Licenses,Software Subscriptions,CL-039
2025-04-13,0.0,2646.23,Engineering,West,Consulting Services,Hardware Servers,
2025-04-13,3966.71,0.0,Operations,South,Hardware Systems,Salaries,CL-023
2025-04-13,12006.72,0.0,Operations,South,Cloud Subscriptions,Salaries,CL-002
2025-04-13,10700.12,0.0,Sales,North,Software Licenses,Commissions,CL-066
2025-04-13,9526.3,1184.99,Sales,South,Software Licenses,Salaries,CL-010
2025-04-13,0.0,3158.17,Operations,North,Consulting Services,Utilities,
2025-04-13,0.0,2822.71,Sales,East,Consulting Services,Salaries,
2025-04-14,2460.25,0.0,Operations,East,Software Licenses,Rent,CL-015
2025-04-14,0.0,647.1,Sales,East,Software Licenses,Software Subscriptions,
2025-04-14,11296.73,0.0,HR,North,Software Licenses,Salaries,CL-055
2025-04-14,6181.87,0.0,HR,North,Software Licenses,Benefits,CL-011
2025-04-14,0.0,2973.53,Marketing,South,Hardware Systems,Events,
2025-04-14,7752.29,0.0,Engineering,East,Hardware Systems,Salaries,CL-049
2025-04-15,6457.57,2632.69,Sales,North,Consulting Services,Software Subscriptions,CL-066
2025-04-15,3631.41,0.0,Operations,East,Cloud Subscriptions,Utilities,CL-042
2025-04-15,9050.1,0.0,HR,West,Hardware Systems,Benefits,CL-002
2025-04-15,0.0,1186.47,Engineering,South,Software Licenses,Salaries,
2025-04-15,0.0,1098.77,Operations,North,Software Licenses,Rent,
2025-04-15,0.0,1895.38,Engineering,South,Cloud Subscriptions,Training,
2025-04-15,9311.03,0.0,Operations,West,Consulting Services,Salaries,CL-087
2025-04-15,2211.13,2568.48,Marketing,North,Cloud Subscriptions,Software Subscriptions,CL-011
2025-04-16,8774.01,755.52,Engineering,South,Cloud Subscriptions,Hardware Servers,CL-096
2025-04-16,0.0,2795.01,Engineering,East,Cloud Subscriptions,Training,
2025-04-16,2042.23,903.47,HR,West,Cloud Subscriptions,Software Subscriptions,CL-087
2025-04-16,0.0,535.4,Marketing,South,Hardware Systems,Salaries,
2025-04-16,8912.44,2489.48,HR,East,Cloud Subscriptions,Recruitment,CL-068
2025-04-16,7804.88,1148.92,Engineering,North,Software Licenses,Software Subscriptions,CL-039
2025-04-16,5924.72,0.0,Operations,West,Consulting Services,Office Supplies,CL-097
2025-04-17,7628.92,0.0,HR,East,Cloud Subscriptions,Benefits,CL-001
2025-04-17,11125.5,2788.17,Operations,West,Cloud Subscriptions,Salaries,CL-002
2025-04-17,8108.93,0.0,Sales,West,Hardware Systems,Travel,CL-092
2025-04-17,8892.05,0.0,Engineering,South,Hardware Systems,Training,CL-032
2025-04-17,0.0,790.39,Sales,South,Software Licenses,Commissions,
2025-04-17,5923.86,0.0,HR,East,Software Licenses,Benefits,CL-035
2025-04-17,2861.96,1898.06,Engineering,East,Cloud Subscriptions,Salaries,CL-077
2025-04-17,0.0,1454.68,Engineering,North,Software Licenses,Training,
2025-04-17,13614.8,0.0,Operations,South,Software Licenses,Salaries,CL-087
2025-04-18,7853.45,649.67,Marketing,West,Software Licenses,Software Subscriptions,CL-090
2025-04-18,3426.04,0.0,Sales,North,Hardware Systems,Commissions,CL-065
2025-04-18,4865.88,576.93,Sales,East,Cloud Subscriptions,Salaries,CL-074
2025-04-18,4918.33,0.0,Operations,South,Hardware Systems,Rent,CL-023
2025-04-18,4611.56,0.0,Marketing,North,Hardware Systems,Events,CL-038
2025-04-18,4194.74,0.0,Sales,West,Cloud Subscriptions,Commissions,CL-006
2025-04-19,0.0,2974.32,Engineering,West,Hardware Systems,Training,
2025-04-19,0.0,2447.48,HR,West,Cloud Subscriptions,Benefits,
2025-04-19,6200.77,2285.32,Engineering,East,Cloud Subscriptions,Salaries,CL-006
2025-04-19,0.0,635.82,Sales,North,Software Licenses,Commissions,
2025-04-19,2673.69,2815.02,Operations,North,Consulting Services,Rent,CL-002
2025-04-19,0.0,2809.04,Operations,East,Cloud Subscriptions,Utilities,
2025-04-19,9579.6,456.26,Sales,South,Software Licenses,Travel,CL-074
2025-04-19,7064.61,0.0,HR,East,Cloud Subscriptions,Salaries,CL-048
2025-04-20,0.0,2341.19,Sales,West,Hardware Systems,Software Subscriptions,
2025-04-20,8816.72,897.56,Operations,South,Software Licenses,Salaries,CL-006
2025-04-20,3952.33,0.0,Operations,East,Software Licenses,Office Supplies,CL-032
2025-04-20,13952.36,0.0,HR,South,Software Licenses,Software Subscriptions,CL-039
2025-04-20,0.0,3002.38,Engineering,West,Hardware Systems,Software Subscriptions,
2025-04-21,0.0,1188.44,Marketing,West,Software Licenses,Events,
2025-04-21,0.0,4486.56,Engineering,North,Hardware Systems,Hardware Servers,
2025-04-21,0.0,1343.17,Sales,South,Hardware Systems,Salaries,
2025-04-21,2713.02,0.0,HR,South,Hardware Systems,Software Subscriptions,CL-087
2025-04-21,0.0,1500.67,Marketing,North,Consulting Services,Events,
2025-04-21,4303.76,657.32,Marketing,South,Cloud Subscriptions,Events,CL-049
2025-04-22,0.0,509.06,Operations,East,Software Licenses,Rent,
2025-04-22,0.0,767.36,Operations,North,Consulting Services,Utilities,
2025-04-22,0.0,2090.13,Marketing,East,Hardware Systems,Events,
2025-04-22,7135.09,0.0,HR,North,Hardware Systems,Benefits,CL-084
2025-04-22,0.0,2871.92,Engineering,West,Consulting Services,Salaries,
2025-04-22,0.0,2218.53,Operations,North,Hardware Systems,Office Supplies,
2025-04-23,8648.64,0.0,Operations,South,Cloud Subscriptions,Salaries,CL-065
2025-04-23,2875.52,3990.1,Operations,East,Hardware Systems,Office Supplies,CL-092
2025-04-23,0.0,1579.96,Sales,North,Consulting Services,Salaries,
2025-04-23,3698.97,675.55,Engineering,East,Consulting Services,Salaries,CL-068
2025-04-23,0.0,3364.72,Operations,South,Hardware Systems,Utilities,
2025-04-23,5532.56,0.0,Operations,East,Hardware Systems,Salaries,CL-009
2025-04-23,3517.73,0.0,Marketing,East,Hardware Systems,Marketing Ads,CL-006
2025-04-23,6278.01,0.0,HR,North,Hardware Systems,Software Subscriptions,CL-032
2025-04-24,2277.05,0.0,Operations,North,Software Licenses,Office Supplies,CL-039
2025-04-24,0.0,1223.51,Marketing,East,Software Licenses,Software Subscriptions,
2025-04-24,0.0,2164.83,HR,North,Cloud Subscriptions,Recruitment,
2025-04-24,9619.13,1067.15,Operations,West,Software Licenses,Utilities,CL-083
2025-04-24,0.0,3560.43,Operations,East,Hardware Systems,Salaries,
2025-04-25,0.0,890.0,HR,North,Hardware Systems,Benefits,
2025-04-25,0.0,386.24,Operations,South,Software Licenses,Office Supplies,
2025-04-25,8863.14,2113.54,Sales,West,Hardware Systems,Software Subscriptions,CL-006
2025-04-25,9836.72,0.0,Operations,South,Software Licenses,Office Supplies,CL-018
2025-04-25,2938.76,1983.68,Sales,North,Consulting Services,Software Subscriptions,CL-020
2025-04-25,6255.46,0.0,HR,North,Cloud Subscriptions,Software Subscriptions,CL-014
2025-04-25,6321.52,0.0,Sales,East,Consulting Services,Commissions,CL-030
2025-04-25,0.0,2539.68,Operations,East,Hardware Systems,Rent,
2025-04-25,6876.51,0.0,HR,East,Hardware Systems,Software Subscriptions,CL-092
2025-04-25,7464.14,0.0,Operations,East,Consulting Services,Rent,CL-055
2025-04-26,8534.85,0.0,Marketing,South,Consulting Services,Salaries,CL-009
2025-04-26,2907.68,0.0,HR,North,Hardware Systems,Software Subscriptions,CL-014
2025-04-26,0.0,4256.58,HR,North,Hardware Systems,Recruitment,
2025-04-26,0.0,481.31,Engineering,South,Software Licenses,Training,
2025-04-26,5545.73,0.0,Engineering,East,Cloud Subscriptions,Training,CL-039
2025-04-26,4018.58,0.0,Marketing,North,Cloud Subscriptions,Events,CL-096
2025-04-26,9822.81,0.0,Sales,South,Hardware Systems,Commissions,CL-097
2025-04-26,0.0,2958.11,Operations,West,Hardware Systems,Office Supplies,
2025-04-26,0.0,1770.22,HR,North,Consulting Services,Benefits,
2025-04-26,1946.75,0.0,Marketing,East,Software Licenses,Events,CL-060
2025-04-27,4863.38,0.0,Marketing,East,Hardware Systems,Software Subscriptions,CL-083
2025-04-27,0.0,2928.96,Operations,East,Hardware Systems,Rent,
2025-04-27,2238.79,0.0,Engineering,West,Hardware Systems,Salaries,CL-032
2025-04-27,10161.17,0.0,HR,North,Software Licenses,Benefits,CL-082
2025-04-27,2754.02,1735.41,HR,West,Hardware Systems,Software Subscriptions,CL-077
2025-04-27,3901.37,0.0,Marketing,West,Consulting Services,Marketing Ads,CL-034
2025-04-28,1813.73,0.0,Engineering,East,Software Licenses,Training,CL-038
2025-04-28,8615.32,450.04,Marketing,South,Hardware Systems,Events,CL-025
2025-04-28,10415.53,0.0,Engineering,South,Cloud Subscriptions,Training,CL-082
2025-04-28,4127.07,0.0,Engineering,North,Hardware Systems,Hardware Servers,CL-038
2025-04-28,6062.42,1139.0,Engineering,West,Cloud Subscriptions,Salaries,CL-048
2025-04-28,0.0,685.5,Operations,West,Cloud Subscriptions,Office Supplies,
2025-04-28,0.0,1031.34,Operations,East,Cloud Subscriptions,Office Supplies,
2025-04-28,0.0,1044.34,HR,East,Hardware Systems,Software Subscriptions,
2025-04-28,2755.22,2439.92,Sales,East,Consulting Services,Salaries,CL-001
2025-04-29,0.0,2358.06,Engineering,East,Cloud Subscriptions,Hardware Servers,
2025-04-29,0.0,2299.65,Marketing,South,Consulting Services,Salaries,
2025-04-29,3626.63,954.63,Sales,West,Cloud Subscriptions,Salaries,CL-060
2025-04-29,4180.3,0.0,HR,East,Consulting Services,Recruitment,CL-097
2025-04-29,8038.21,728.6,Engineering,East,Cloud Subscriptions,Salaries,CL-031
2025-04-29,5487.48,0.0,HR,North,Cloud Subscriptions,Recruitment,CL-006
2025-04-29,8334.87,0.0,HR,North,Cloud Subscriptions,Benefits,CL-049
2025-04-29,3305.24,0.0,Marketing,South,Consulting Services,Salaries,CL-032
2025-04-30,0.0,2106.83,Marketing,East,Hardware Systems,Software Subscriptions,
2025-04-30,0.0,1215.24,Engineering,East,Software Licenses,Software Subscriptions,
2025-04-30,0.0,3038.87,Engineering,East,Consulting Services,Training,
2025-04-30,0.0,3029.91,Operations,East,Consulting Services,Salaries,
2025-04-30,6933.6,0.0,Marketing,North,Software Licenses,Marketing Ads,CL-010
2025-04-30,6149.11,1098.37,Engineering,West,Hardware Systems,Salaries,CL-019
2025-04-30,9249.9,1314.35,Engineering,South,Hardware Systems,Software Subscriptions,CL-096
2025-05-01,0.0,988.85,Operations,West,Consulting Services,Rent,
2025-05-01,0.0,1884.81,Operations,East,Hardware Systems,Rent,
2025-05-01,6623.13,0.0,Marketing,South,Consulting Services,Software Subscriptions,CL-025
2025-05-01,1680.5,0.0,Engineering,East,Software Licenses,Training,CL-009
2025-05-01,4066.18,0.0,Operations,East,Cloud Subscriptions,Salaries,CL-008
2025-05-01,0.0,842.63,HR,North,Cloud Subscriptions,Salaries,
2025-05-01,0.0,1420.83,Engineering,North,Hardware Systems,Salaries,
2025-05-02,10040.04,0.0,Engineering,West,Cloud Subscriptions,Software Subscriptions,CL-043
2025-05-02,0.0,594.73,Sales,East,Cloud Subscriptions,Travel,
2025-05-02,0.0,2101.78,Engineering,North,Consulting Services,Software Subscriptions,
2025-05-02,6152.88,0.0,Sales,West,Hardware Systems,Software Subscriptions,CL-096
2025-05-02,0.0,3447.75,HR,West,Consulting Services,Recruitment,
2025-05-02,8759.04,0.0,Operations,South,Cloud Subscriptions,Rent,CL-035
2025-05-02,3596.74,0.0,Sales,East,Software Licenses,Salaries,CL-021
2025-05-03,3299.58,0.0,Operations,East,Hardware Systems,Salaries,CL-087
2025-05-03,0.0,722.5,Marketing,East,Software Licenses,Software Subscriptions,
2025-05-03,0.0,2814.18,Engineering,East,Consulting Services,Hardware Servers,
2025-05-03,8421.51,712.02,Marketing,North,Hardware Systems,Events,CL-071
2025-05-03,6889.58,0.0,HR,North,Cloud Subscriptions,Benefits,CL-055
2025-05-03,10091.09,0.0,HR,West,Software Licenses,Software Subscriptions,CL-045
2025-05-03,0.0,2253.71,Operations,South,Cloud Subscriptions,Office Supplies,
2025-05-04,0.0,3520.63,Engineering,North,Hardware Systems,Training,
2025-05-04,0.0,2653.37,Engineering,South,Consulting Services,Hardware Servers,
2025-05-04,7730.2,2419.52,Engineering,North,Consulting Services,Training,CL-085
2025-05-04,1583.99,0.0,HR,South,Cloud Subscriptions,Software Subscriptions,CL-076
2025-05-04,12853.27,0.0,Engineering,South,Software Licenses,Training,CL-049
2025-05-04,9100.73,0.0,Sales,West,Software Licenses,Commissions,CL-019
2025-05-04,0.0,2300.56,HR,West,Hardware Systems,Software Subscriptions,
2025-05-04,6459.75,0.0,Operations,North,Software Licenses,Utilities,CL-051
2025-05-04,4487.41,0.0,Operations,East,Cloud Subscriptions,Utilities,CL-029
2025-05-04,4468.68,0.0,Sales,West,Software Licenses,Travel,CL-029
2025-05-05,9042.65,2239.92,Marketing,North,Cloud Subscriptions,Salaries,CL-018
2025-05-05,0.0,458.27,Sales,South,Cloud Subscriptions,Travel,
2025-05-05,2907.31,0.0,Sales,East,Software Licenses,Salaries,CL-097
2025-05-05,2598.97,0.0,Operations,South,Consulting Services,Utilities,CL-021
2025-05-05,5530.63,0.0,HR,North,Hardware Systems,Benefits,CL-015
2025-05-05,1197.38,0.0,HR,East,Hardware Systems,Benefits,CL-054
2025-05-05,6323.0,0.0,Marketing,West,Cloud Subscriptions,Software Subscriptions,CL-054
2025-05-05,7344.51,0.0,Marketing,West,Hardware Systems,Salaries,CL-034
2025-05-05,0.0,1139.19,Marketing,North,Hardware Systems,Events,
2025-05-06,0.0,1256.65,Operations,South,Cloud Subscriptions,Office Supplies,
2025-05-06,0.0,404.16,Engineering,East,Cloud Subscriptions,Hardware Servers,
2025-05-06,0.0,2652.64,Sales,North,Cloud Subscriptions,Commissions,
2025-05-06,4773.65,0.0,Sales,East,Hardware Systems,Travel,CL-079
2025-05-06,5912.61,0.0,Sales,North,Software Licenses,Salaries,CL-083
2025-05-07,4014.58,280.28,Marketing,South,Cloud Subscriptions,Marketing Ads,CL-025
2025-05-07,0.0,913.38,Engineering,East,Cloud Subscriptions,Software Subscriptions,
2025-05-07,8542.72,0.0,Operations,South,Software Licenses,Office Supplies,CL-048
2025-05-07,2286.31,1361.11,Operations,West,Consulting Services,Office Supplies,CL-018
2025-05-07,4532.6,0.0,Operations,East,Cloud Subscriptions,Office Supplies,CL-014
2025-05-07,0.0,571.01,Operations,South,Cloud Subscriptions,Office Supplies,
2025-05-07,1360.7,0.0,HR,South,Consulting Services,Benefits,CL-094
2025-05-07,0.0,223.02,Operations,West,Software Licenses,Rent,
2025-05-07,0.0,736.33,Marketing,South,Software Licenses,Salaries,
2025-05-08,4654.16,0.0,Marketing,South,Consulting Services,Salaries,CL-040
2025-05-08,5648.04,0.0,Marketing,South,Software Licenses,Marketing Ads,CL-055
2025-05-08,5212.59,0.0,Operations,West,Software Licenses,Rent,CL-001
2025-05-08,6900.83,0.0,Operations,North,Hardware Systems,Salaries,CL-090
2025-05-08,0.0,4498.18,HR,North,Hardware Systems,Salaries,
2025-05-08,7946.09,0.0,Marketing,West,Consulting Services,Marketing Ads,CL-002
2025-05-08,3893.83,0.0,Marketing,North,Hardware Systems,Salaries,CL-077
2025-05-08,0.0,1296.72,Operations,North,Hardware Systems,Office Supplies,
2025-05-09,6947.14,0.0,HR,West,Cloud Subscriptions,Benefits,CL-050
2025-05-09,6029.36,0.0,Operations,East,Hardware Systems,Utilities,CL-011
2025-05-09,2409.34,0.0,HR,South,Hardware Systems,Software Subscriptions,CL-043
2025-05-09,0.0,661.47,Marketing,East,Consulting Services,Software Subscriptions,
2025-05-09,0.0,1105.96,Operations,North,Hardware Systems,Office Supplies,
2025-05-10,2380.5,909.81,Operations,North,Consulting Services,Salaries,CL-082
2025-05-10,0.0,1972.2,HR,South,Consulting Services,Benefits,
2025-05-10,0.0,1350.69,Engineering,North,Cloud Subscriptions,Salaries,
2025-05-10,2519.77,1335.11,Engineering,West,Hardware Systems,Software Subscriptions,CL-035
2025-05-10,6515.13,2734.18,HR,East,Hardware Systems,Software Subscriptions,CL-043
2025-05-10,9379.92,0.0,Engineering,South,Cloud Subscriptions,Salaries,CL-092
2025-05-10,8612.91,0.0,Engineering,North,Hardware Systems,Hardware Servers,CL-092
2025-05-11,0.0,1813.95,Marketing,West,Cloud Subscriptions,Salaries,
2025-05-11,3901.65,0.0,HR,North,Hardware Systems,Recruitment,CL-034
2025-05-11,4261.91,0.0,Engineering,East,Software Licenses,Software Subscriptions,CL-021
2025-05-11,0.0,382.57,Engineering,West,Cloud Subscriptions,Training,
2025-05-11,2183.71,0.0,Operations,East,Consulting Services,Rent,CL-021
2025-05-12,0.0,1491.61,HR,West,Cloud Subscriptions,Benefits,
2025-05-12,4800.1,0.0,Sales,East,Cloud Subscriptions,Salaries,CL-042
2025-05-12,6199.07,0.0,Marketing,East,Cloud Subscriptions,Marketing Ads,CL-042
2025-05-12,7026.76,0.0,HR,South,Consulting Services,Salaries,CL-079
2025-05-12,0.0,1442.77,Marketing,East,Consulting Services,Salaries,
2025-05-12,10291.37,0.0,Operations,South,Software Licenses,Office Supplies,CL-094
2025-05-12,1373.71,930.64,Engineering,South,Consulting Services,Salaries,CL-076
2025-05-12,0.0,1214.03,Operations,East,Software Licenses,Office Supplies,
2025-05-12,6226.99,0.0,Sales,South,Cloud Subscriptions,Salaries,CL-014
2025-05-12,7628.65,0.0,Marketing,East,Cloud Subscriptions,Salaries,CL-075
2025-05-13,2970.07,2261.99,Sales,South,Consulting Services,Commissions,CL-075
2025-05-13,0.0,757.7,Operations,South,Cloud Subscriptions,Utilities,
2025-05-13,6744.34,3789.31,Marketing,South,Hardware Systems,Events,CL-074
2025-05-13,0.0,737.71,Operations,West,Software Licenses,Utilities,
2025-05-13,0.0,446.38,Sales,South,Consulting Services,Travel,
2025-05-13,0.0,386.27,HR,West,Consulting Services,Software Subscriptions,
2025-05-14,0.0,2199.85,HR,West,Hardware Systems,Recruitment,
2025-05-14,1542.79,0.0,Sales,East,Hardware Systems,Travel,CL-085
2025-05-14,0.0,1118.43,Sales,West,Software Licenses,Salaries,
2025-05-14,7955.98,0.0,Marketing,South,Consulting Services,Salaries,CL-050
2025-05-14,0.0,1458.95,HR,West,Software Licenses,Benefits,
2025-05-14,0.0,2758.29,HR,West,Consulting Services,Recruitment,
2025-05-14,3582.92,0.0,Sales,North,Software Licenses,Commissions,CL-002
2025-05-14,9118.8,0.0,Engineering,South,Hardware Systems,Training,CL-078
2025-05-14,0.0,1064.2,Operations,East,Cloud Subscriptions,Office Supplies,
2025-05-14,8838.42,3710.71,HR,West,Hardware Systems,Benefits,CL-001
2025-05-15,2125.47,0.0,HR,East,Hardware Systems,Benefits,CL-066
2025-05-15,5131.93,0.0,Sales,East,Consulting Services,Salaries,CL-001
2025-05-15,1813.09,0.0,Marketing,North,Software Licenses,Software Subscriptions,CL-017
2025-05-15,3007.53,0.0,Marketing,South,Cloud Subscriptions,Salaries,CL-018
2025-05-15,7428.31,655.23,Sales,North,Cloud Subscriptions,Commissions,CL-079
2025-05-15,10989.71,1063.38,Operations,South,Hardware Systems,Salaries,CL-051
2025-05-15,6471.83,0.0,Engineering,East,Hardware Systems,Software Subscriptions,CL-042
2025-05-16,8355.29,0.0,Sales,South,Cloud Subscriptions,Commissions,CL-040
2025-05-16,0.0,3888.13,Engineering,West,Hardware Systems,Hardware Servers,
2025-05-16,4771.23,1087.28,Sales,North,Software Licenses,Salaries,CL-040
2025-05-16,0.0,179.75,Engineering,South,Software Licenses,Salaries,
2025-05-16,6434.99,0.0,Sales,West,Hardware Systems,Travel,CL-008
2025-05-17,0.0,1031.72,Engineering,North,Cloud Subscriptions,Salaries,
2025-05-17,0.0,1636.83,Operations,East,Cloud Subscriptions,Salaries,
2025-05-17,3373.95,643.17,HR,East,Hardware Systems,Salaries,CL-001
2025-05-17,7574.11,4208.1,Engineering,West,Hardware Systems,Software Subscriptions,CL-052
2025-05-17,0.0,813.32,Operations,West,Cloud Subscriptions,Utilities,
2025-05-17,5557.69,0.0,HR,West,Cloud Subscriptions,Benefits,CL-002
2025-05-18,0.0,495.48,Sales,North,Cloud Subscriptions,Software Subscriptions,
2025-05-18,1971.61,0.0,Sales,North,Cloud Subscriptions,Salaries,CL-010
2025-05-18,7049.42,1658.6,Sales,South,Cloud Subscriptions,Software Subscriptions,CL-045
2025-05-18,0.0,206.44,Engineering,West,Software Licenses,Hardware Servers,
2025-05-18,11606.44,179.14,Sales,North,Software Licenses,Commissions,CL-090
2025-05-18,0.0,1071.52,Operations,South,Software Licenses,Rent,
2025-05-18,3422.76,0.0,Engineering,West,Software Licenses,Software Subscriptions,CL-090
2025-05-19,0.0,3269.89,Engineering,North,Consulting Services,Software Subscriptions,
2025-05-19,9951.98,0.0,HR,West,Software Licenses,Software Subscriptions,CL-031
2025-05-19,2995.47,0.0,HR,East,Cloud Subscriptions,Benefits,CL-025
2025-05-19,0.0,484.9,HR,North,Software Licenses,Salaries,
2025-05-19,2182.63,242.73,Sales,East,Software Licenses,Salaries,CL-002
2025-05-19,4666.09,0.0,Marketing,East,Cloud Subscriptions,Events,CL-067
2025-05-20,9664.18,0.0,Sales,East,Software Licenses,Commissions,CL-077
2025-05-20,9762.03,666.77,Engineering,North,Software Licenses,Hardware Servers,CL-023
2025-05-20,2071.26,0.0,Engineering,West,Cloud Subscriptions,Salaries,CL-002
2025-05-20,0.0,824.68,HR,East,Cloud Subscriptions,Software Subscriptions,
2025-05-20,2183.01,0.0,Engineering,North,Consulting Services,Hardware Servers,CL-049
2025-05-20,2886.04,0.0,Marketing,North,Hardware Systems,Events,CL-011
2025-05-20,7265.25,0.0,HR,West,Consulting Services,Recruitment,CL-074
2025-05-20,1904.94,0.0,Marketing,West,Consulting Services,Events,CL-065
2025-05-20,8914.89,0.0,Engineering,South,Hardware Systems,Training,CL-014
2025-05-20,0.0,2506.61,Sales,West,Hardware Systems,Travel,
2025-05-21,0.0,1978.33,Marketing,North,Hardware Systems,Salaries,
2025-05-21,2822.21,0.0,Marketing,East,Cloud Subscriptions,Salaries,CL-050
2025-05-21,3814.7,0.0,Sales,North,Cloud Subscriptions,Commissions,CL-008
2025-05-21,0.0,828.47,Engineering,East,Consulting Services,Salaries,
2025-05-21,7323.71,0.0,Engineering,West,Software Licenses,Hardware Servers,CL-028
2025-05-21,2171.14,752.97,Operations,South,Consulting Services,Rent,CL-065
2025-05-21,7916.71,0.0,Marketing,North,Consulting Services,Salaries,CL-038
2025-05-21,7707.2,0.0,Sales,West,Consulting Services,Travel,CL-029
2025-05-21,9016.31,0.0,Sales,North,Cloud Subscriptions,Travel,CL-039
2025-05-21,0.0,3642.76,HR,South,Hardware Systems,Salaries,
2025-05-22,6843.2,0.0,HR,South,Cloud Subscriptions,Benefits,CL-042
2025-05-22,0.0,3292.04,Marketing,West,Consulting Services,Marketing Ads,
2025-05-22,3296.06,0.0,HR,West,Hardware Systems,Recruitment,CL-051
2025-05-22,0.0,1472.33,Operations,East,Cloud Subscriptions,Rent,
2025-05-22,0.0,3616.34,Marketing,North,Hardware Systems,Software Subscriptions,
2025-05-22,0.0,1713.04,Sales,West,Cloud Subscriptions,Software Subscriptions,
